,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
384,53204,Industrials,25500.0,"Rockwell Automation, Inc. provides industrial automation and digital transformation solutions in the United States and internationally. The company operates in three segments, Intelligent Devices, Software & Control, and Lifecycle Services. Its solutions include hardware and software products, and services. The Intelligent Devices segment offers drives, motion, safety, sensing, industrial components, and configured-to-order products. The Software & Control segment provides control and visualization software and hardware, information software, digital twin and simulation software, and network and security infrastructure solutions. The Lifecycle Services segment provides consulting, professional services and solutions, and connected and maintenance services. The company sells its solutions primarily through independent distributors in relation with its direct sales force. It serves discrete end markets, including automotive, semiconductor, warehousing and logistics, and other discrete markets, as well as general industries comprising printing and publishing, marine, glass, fiber and textiles, airports, and aerospace; hybrid end markets, such as food and beverage, life sciences, household and personal care, and tire, as well as eco industrial, including water/wastewater, waste management, mass transit, and renewable energy; and process end markets comprising oil and gas, mining, metals, chemicals, pulp and paper, and others. Rockwell Automation, Inc. was founded in 1903 and is headquartered in Milwaukee, Wisconsin.",Milwaukee,414 382 2000,WI,United States,[],https://www.rockwellautomation.com,1,1201 South Second Street,,Specialty Industrial Machinery,0.18408,0.090270005,0.39439,627800000.0,0.065,0.15446,1369900032.0,200.0,hold,2897700000.0,415837504.0,246.0,269.17,0.099,1.064,0.07417,21.0,241.52,165.043,0.2499,300.0,489100000.0,4432399872.0,7441900032.0,4.237,USD,64.113,0.668,2.7,NYQ,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",America/New_York,EST,True,-18000000,EQUITY,ROK,finmb_300504,us_market,,4.307,,23.398,,,9.84,,116013000.0,,,,15.655,2113608.0,0.0183,,1632960000.0,0.82588,669900032.0,13.568,,,17.193869,0.00164,1696032000.0,,1656547200.0,2.76,1663200000.0,115127164.0,1.432203,32053008384.0,2,,545356800.0,2:1,,,,0.098,4.1961355,1665705600.0,2.98,,27.354675,,0.0183,1854389.0,,,,271.73,270.98,239.44485,0.015382916,0.77309996,,273.61,,801710,271.73,250.8034,4.18,270.98,,801710,,,4.48,1660262400.0,,,267.88,USD,19.838593,980862,,,,31227219968.0,,,767009,267.88,315.0,1000,980862,354.99,,1.87,190.08,200.62,False,0.0186,1000,273.61,,269.17,269.18,https://logo.clearbit.com/rockwellautomation.com,,,,,,30a84905-8e5d-38a5-9d6b-6637888ccc33
385,30324,Consumer Cyclical,16482.0,"Rollins, Inc., through its subsidiaries, provides pest and wildlife control services to residential and commercial customers in the United States and internationally. The company offers pest control services to residential properties protecting from common pests, including rodents, insects, and wildlife. It also provides workplace pest control solutions for customers across various end markets, such as healthcare, foodservice, and logistics. In addition, the company offers traditional and baiting termite protection, as well as ancillary services. It serves clients directly, as well as through franchisee operations. Rollins, Inc. was incorporated in 1948 and is headquartered in Atlanta, Georgia.",Atlanta,404 888 2000,GA,United States,[],https://www.rollins.com,1,"2170 Piedmont Road, NE",,Personal Services,0.21134001,0.13121,0.51493,445431008.0,0.122,0.17447,556840000.0,37.0,buy,1261683000.0,376929760.0,38.5,38.13,0.151,0.783,0.14304,4.0,38.5,33.35,0.30085,40.0,121876000.0,399054016.0,2634776064.0,0.248,USD,5.353,0.636,2.5,NYQ,"Rollins, Inc.","Rollins, Inc.",America/New_York,EST,True,-18000000,EQUITY,ROL,finmb_300753,us_market,,7.495,,35.465,,,0.68,,492048992.0,,,,2.01,13166188.0,0.026700001,,1640908800.0,0.42959,345703008.0,0.63,,,18.97015,0.52481,1703980800.0,,1664496000.0,11.36,1663200000.0,249638674.0,,19748276224.0,2,,1607644800.0,3:2,,,,0.147,7.1208434,1665705600.0,6.85,,56.073532,,0.056999996,13037175.0,,,,38.3,38.41,36.1103,0.0062402086,0.5672,,38.67,,1677790,38.3,39.3774,0.239,38.41,,1677790,,,0.52,1667952000.0,,,37.89,USD,60.52381,2460930,,,,18761828352.0,,,1514034,37.89,39.99,800,2460930,43.06,,0.96,28.51,37.54,False,0.013099999,800,38.67,,38.13,,https://logo.clearbit.com/rollins.com,,,,,,5f35bee0-3536-3410-9c07-d5b521674167
386,34240,Industrials,19300.0,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions. The company offers management, campus solutions, diagnostic and laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, and cloud-based financial analytics and performance management software; cloud-based software to the property and casualty insurance industry; and software, services, and technologies for foodservice operations. It also provides cloud-based data, collaboration, and estimating automation software; electronic marketplace; visual effects and 3D content software; wireless sensor network and solutions; cloud-based software for the life insurance and financial services industries; supply chain software; health care service and software; RFID card readers; data analytics and information; and pharmacy software solutions. In addition, the company offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; testing and analyzing plastic solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; optical and electromagnetic measurement systems; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. It also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; flow meter calibrators and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; and pressure and level sensors. The company was formerly known as Roper Industries, Inc. and changed its name to Roper Technologies, Inc. in April 2015. The company was incorporated in 1981 and is based in Sarasota, Florida.",Sarasota,941 556 2601,FL,United States,[],https://www.ropertech.com,1,6901 Professional Parkway,,Specialty Industrial Machinery,0.38241002,0.47285998,0.67421997,1242400000.0,-0.077,0.2786,2348600064.0,420.0,buy,3917400000.0,1664412544.0,500.0,438.79,0.13,1.405,0.044439998,9.0,493.0,48.056,0.085930005,550.0,1894499968.0,6659500032.0,6141499904.0,17.873,USD,58.034,0.935,2.3,NYQ,"Roper Technologies, Inc.","Roper Technologies, Inc.",America/New_York,EST,True,-18000000,EQUITY,ROP,finmb_22751,us_market,,7.686,,20.099,,,16.11,,105485000.0,,,,102.53,1177068.0,0.0111,,1640908800.0,0.99294,1082700032.0,9.431,,,4.2796254,0.0077,1703980800.0,,1664496000.0,2.04,1663200000.0,105460460.0,1.047162,47204220928.0,2,,1125273600.0,2:1,,,,0.13,7.5365567,1665705600.0,2.64,,27.23712,,0.0124,1209009.0,,,,443.85,443.15,421.3371,0.0035755322,0.2545,,448.51,,313340,443.85,409.6946,1.587,443.15,,313340,,,2.48,1664928000.0,,,435.47,USD,46.526352,343736,,,,46285762560.0,,,563207,435.47,699.71,800,343736,494.32,,0.52,356.22,0.0,False,0.0064,900,448.51,,438.79,,https://logo.clearbit.com/ropertech.com,,Suite 200,,,,e506eff6-ed53-3e40-8a9d-885bb307f5fc
387,94568-7579,Consumer Cyclical,100000.0,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brand names. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores for households with moderate income. As of September 28, 2022, it operated approximately 2,000 stores under the Ross Dress for Less and dd's DISCOUNTS name in 40 states, the District of Columbia, and Guam. Ross Stores, Inc. was incorporated in 1957 and is headquartered in Dublin, California.",Dublin,925 965 4400,CA,United States,[],https://www.rossstores.com,1,5130 Hacienda Drive,,Apparel Retail,0.1282,0.07967,0.30776,337188992.0,-0.046,0.10791001,2373242112.0,80.0,buy,6088636000.0,-474617760.0,99.55,117.42,-0.201,1.916,0.09309,22.0,100.64,136.358,0.36728,135.0,3903670016.0,5627428864.0,18511298560.0,11.248,USD,53.191,1.117,2.1,NMS,"Ross Stores, Inc.","Ross Stores, Inc.",America/New_York,EST,True,-18000000,EQUITY,ROST,finmb_33926,us_market,,1.844,,14.384,,,5.04,,353329984.0,,,,9.23,8405635.0,0.0242,,1643414400.0,0.92021006,1474813952.0,0.24,,,12.7215605,0.020469999,1706486400.0,,1659139200.0,3.48,1663200000.0,344300183.0,0.953942,34135953408.0,2,,1434067200.0,2:1,,,,-0.222,2.2412262,1665705600.0,3.7,,23.297619,,0.0291,7788301.0,,,,117.53,117.75,90.5135,0.0024249128,0.282,,118.36,,2147960,117.53,99.707,0.285,117.75,,2147960,,,1.24,1662076800.0,,,115.54,USD,489.25,2113007,,,,41488007168.0,,,2705420,115.54,118.79,900,2113007,120.39,,0.89,69.24,114.85,False,0.013300001,800,118.36,,117.42,116.82,https://logo.clearbit.com/rossstores.com,,,,,,312ee907-969d-3ea1-8fa6-d5596a9418ed
388,85054,Industrials,35000.0,"Republic Services, Inc., together with its subsidiaries, offers environmental services in the United States. The company offers collection and processing of recyclable materials, collection, transfer and disposal of non-hazardous solid waste, and other environmental solutions. Its collection services include curbside collection of material for transport to transfer stations, landfills, or recycling processing centers; supply of recycling and waste containers; and renting of compactors. In addition, the company engages in the processing and sale of old corrugated containers, old newsprint, aluminum, glass, and other materials; and provision of landfill and transfer services. Further, it offers disposal of non-hazardous solid and liquid material and in-plant services, such as transportation and logistics. It serves small-container, large-container, and residential customers. As of December 31, 2021, the company operated through 356 collection operations, 239 transfer stations, 198 active landfills, 71 recycling processing centers, 6 saltwater disposal wells, and 7 deep injection wells, as well as 3 treatment, recovery, and disposal facilities in 41 states. It also operated 77 landfill gas-to-energy and renewable energy projects and had 124 closed landfills. The company was incorporated in 1996 and is based in Phoenix, Arizona.",Phoenix,480 627 2700,AZ,United States,[],https://www.republicservices.com,1,18500 North Allied Way,,Waste Management,0.29322,0.11306,0.40588,2867399936.0,0.214,0.18781,3597900032.0,140.0,buy,4648000000.0,1118887552.0,156.0,135.93,0.136,0.729,0.05525,15.0,155.13,133.425,0.15418,167.0,119400000.0,12296500224.0,12270499840.0,0.378,USD,38.667,0.656,2.1,NYQ,"Republic Services, Inc.","Republic Services, Inc.",America/New_York,EST,True,-18000000,EQUITY,RSG,finmb_386225,us_market,,4.459,,15.207,,,4.1,,317095008.0,,,,26.612,2042200.0,0.0064999997,,1640908800.0,0.95908,1387299968.0,3.02,,,5.107846,0.00117,1703980800.0,,1656547200.0,1.64,1663200000.0,205637831.0,0.707442,54714961920.0,2,,1174262400.0,3:2,,,,0.123,3.5127113,1665705600.0,2.47,,33.153656,,0.0099,2036135.0,,,,136.4,136.77,134.4919,0.0121700885,0.42200002,,138.12,,834380,136.4,133.7436,1.66,136.77,,834380,,,1.98,1664496000.0,,,135.36,USD,45.009933,971091,,,,43102724096.0,,,1247139,135.36,135.81,800,971091,149.17,,1.72,113.57,133.85,False,0.0147,900,138.12,,135.93,,https://logo.clearbit.com/republicservices.com,,,,,,db65dacd-88a8-39fa-ac53-7a1fe7132a6e
389,02451,Industrials,174000.0,"Raytheon Technologies Corporation, an aerospace and defense company, provides systems and services for the commercial, military, and government customers worldwide. It operates through four segments: Collins Aerospace Systems, Pratt & Whitney, Raytheon Intelligence & Space, and Raytheon Missiles & Defense. The Collins Aerospace Systems segment offers aerospace and defense products, and aftermarket service solutions for aircraft manufacturers and airlines, as well as regional, business, and general aviation; and for defense and commercial space operations. This segment also designs, produces, and supports cabin interior, communications and aviation systems, oxygen systems, food and beverage preparation, storage and galley systems, and lavatory and wastewater management systems; airborne intelligence, surveillance and reconnaissance systems, test and training range systems, crew escape systems, and simulation and training solutions; information management services; and aftermarket services that include spare parts, overhaul and repair, engineering and technical support, training and fleet management solutions, and information management services. The Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers; and produces, sells, and services military and commercial auxiliary power units. The Raytheon Intelligence & Space segment develops and provides integrated space, communication, and sensor systems for missions, training, and cyber and software solutions to intelligence, defense, federal, and commercial customers. The Raytheon Missiles & Defense segment designs, develops, produces, and sustains integrated air and missile defense systems; defensive and combat solutions; land- and sea-based radars; command, control, communications, and intelligence solutions; and naval and undersea sensor solutions for the U.S. and foreign government customers. The company is headquartered in Waltham, Massachusetts.",Waltham,781 522 3000,MA,United States,[],https://www.rtx.com,1,870 Winter Street,,Aerospace & Defense,0.17033,0.06756,0.20542,5656999936.0,0.046,0.10666,11246000128.0,83.0,buy,12525000000.0,6032500224.0,103.5,99.95,0.016,1.09,0.02777,20.0,104.35,48.749,0.06398,120.0,5381000192.0,34986000384.0,66025000960.0,3.66,USD,44.555,0.701,2.1,NYQ,Raytheon Technologies Corporati,Raytheon Technologies Corporation,America/New_York,EST,False,-18000000,EQUITY,RTX,finmb_159230,us_market,,2.44,,14.324,,,4.99,,1496780032.0,,,,47.605,7280130.0,0.0049,,1640908800.0,0.81325996,4479000064.0,2.2,,,2.0995693,0.00102,1703980800.0,,1664496000.0,1.36,1663200000.0,1338599555.0,0.750184,161084030976.0,2,,1585872000.0,15890:10000,,,,-0.004,2.2658563,1665705600.0,1.54,,20.03006,,0.0049,8860950.0,,,,99.89,100.29,93.85355,0.019721694,0.6957,,100.9,,4270720,99.89,93.3366,1.97,100.29,,4270720,,,2.2,1668643200.0,,,99.42,USD,45.431816,4463106,,,,149603155968.0,,,4857822,99.42,99.69,1300,4463106,106.02,,2.53,79.69,99.0,False,0.0249,800,100.9,,99.95,99.25,https://logo.clearbit.com/rtx.com,,,,,,ffd67fad-fdd4-3389-b63e-d608af877db5
390,33487,Real Estate,1596.0,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By Building Better Wireless, SBA generates revenue from two primary businesses  site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. For more information please visit: www.sbasite.com.",Boca Raton,561-995-7670,FL,United States,[],https://www.sbasite.com,1,8051 Congress Avenue,,REIT—Specialty,0.64675003,0.14446001,0.74489,1216210944.0,0.133,0.36521998,1588640000.0,269.0,buy,1735729000.0,799539648.0,350.0,294.39,-0.533,0.344,0.056149997,18.0,349.72,,,425.0,183067008.0,14784181248.0,2456344064.0,1.697,USD,22.62,0.268,2.2,NMS,SBA Communications Corporation,SBA Communications Corporation,America/New_York,EST,True,-18000000,EQUITY,SBAC,finmb_34071,us_market,,17.23,,26.641,,,3.53,,108781000.0,,,,-46.146,1264474.0,0.0117,,1640908800.0,0.97596,354841984.0,1.235,,,,0.01274,1703980800.0,,1656547200.0,1.79,1663200000.0,106577330.0,0.500368,42322579456.0,2,,,,,,,-0.545,13.037277,1665705600.0,1.87,,83.39661,,0.014199999,1223826.0,,,,301.48,300.66,316.6506,0.006932466,0.7988,,303.29,,594300,301.48,277.1416,2.09,300.66,,594300,,,2.84,1661299200.0,,,293.55,USD,238.37248,481442,,,,32024039424.0,,,761768,293.55,0.0,900,481442,391.15,,,236.2,0.0,False,0.0111,800,303.29,,294.39,,https://logo.clearbit.com/sbasite.com,,,,,,959197f0-c64d-38bc-ad9b-3132fa795ec3
391,10017,Financial Services,1854.0,"Signature Bank provides commercial banking products and services. It accepts various deposit products, including checking accounts, money market accounts, escrow deposit accounts, cash concentration accounts, certificates of deposit, and other cash management products. The company provides various lending products comprising commercial and industrial loans, real estate loans, and letters of credit. In addition, it offers asset management and investment products; and retirement products, such as individual retirement accounts and administrative services for retirement vehicles. Further, the company provides wealth management services to its high net worth personal clients; and purchases, sells, and assembles small business administration loans and pools. Additionally, it offers individual and group insurance products, including health, life, disability, and long-term care insurance products for business and private clients. As of December 31, 2021, the company operated 37 private client offices located in the metropolitan New York area, Connecticut, California, and North Carolina. Signature Bank was incorporated in 2000 and is headquartered in New York, New York.",New York,646 822 1500,NY,United States,[],https://www.signatureny.com,1,565 Fifth Avenue,,Banks—Regional,0.0,0.51525,0.0,,0.355,0.69208,,176.0,buy,1951374000.0,,210.0,116.65,0.436,,0.011770001,17.0,219.12,,0.17023,350.0,11469921280.0,2462298112.0,2538961920.0,184.098,USD,41.186,,1.7,NMS,Signature Bank,Signature Bank,America/New_York,EST,True,-18000000,EQUITY,SBNY,finmb_913010,us_market,,0.168,,,,,15.15,,60632400.0,,,,116.853,1426739.0,0.0227,,1640908800.0,0.97172,1270622976.0,11.336,,,0.9982628,0.0062300004,1703980800.0,,1664496000.0,2.01,1663200000.0,61346252.0,1.708179,425716064.0,2,,,,,,,0.485,2.7856934,1665705600.0,1.11,,7.6996703,,0.0231,1843851.0,,,,120.0,119.56,198.3033,0.018666666,0.1193,,122.22,,1356470,120.0,141.5682,2.24,119.56,,1356470,,,2.24,1666828800.0,,,114.79,USD,10.290226,1286478,,,,7072769536.0,,,1064579,114.79,0.0,900,1286478,374.76,,,113.45,108.0,False,0.014400001,800,122.22,,116.65,116.35,https://logo.clearbit.com/signatureny.com,,,,,,749d9ca1-492f-3cf8-be51-b4c93967935f
392,98134,Consumer Cyclical,383000.0,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brands. As of October 3, 2021, it operated 16,826 company-operated and licensed stores in North America; and 17,007 company-operated and licensed stores internationally. The company was founded in 1971 and is based in Seattle, Washington.",Seattle,206 447 1575,WA,United States,[],https://www.starbucks.com,1,2401 Utah Avenue South,,Restaurants,0.19869,0.13031,0.27012,4818299904.0,0.087,0.14857,6354800128.0,64.0,buy,8435400000.0,2472637440.0,96.0,102.19,-0.186,0.841,0.10306,31.0,96.55,,,136.0,3254400000.0,23899099136.0,31982800896.0,2.836,USD,27.54,0.542,2.5,NMS,Starbucks Corporation,Starbucks Corporation,America/New_York,EST,True,-18000000,EQUITY,SBUX,finmb_34745,us_market,,3.727,,18.758,,,3.6,,,,,,-6.498,17310224.0,0.0150999995,,1633219200.0,0.70655996,4167699968.0,0.849,,,,0.00189,1696291200.0,,1656806400.0,2.11,1663200000.0,1123339022.0,0.883935,119202488320.0,2,,1428537600.0,2:1,,,,-0.209,,1665705600.0,4.43,,28.386112,,0.0150999995,16382403.0,,,,102.11,102.32,84.9107,0.017236313,0.54080003,,103.3,,6917960,102.11,93.6944,1.76,102.32,,6917960,,,2.12,1667952000.0,,,100.7,USD,120.36514,5624019,,,,,,,7602174,100.7,101.28,1000,5624019,117.8,,1.9,68.39,100.86,False,0.0247,900,103.3,,102.19,101.6985,https://logo.clearbit.com/starbucks.com,,,,,,008ad8c5-a728-3e78-9380-bba1f5a13a9e
393,76262,Financial Services,35200.0,"The Charles Schwab Corporation, together with its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage, investment advisory, banking and trust, retirement plan, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor and mutual fund clearing services, as well as compliance solutions. The Advisor Services segment offers custodial, trading, banking, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with equity and fixed income, margin lending, options, and futures and forex trading; cash management capabilities comprising third-party certificates of deposit; third-party and proprietary mutual funds; plus mutual fund trading and clearing services; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. As of December 31, 2021, the Company had approximately 400 domestic branch offices in 48 states and the District of Columbia, as well as locations in Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was incorporated in 1971 and is headquartered in Westlake, Texas.",Westlake,817 859 5000,TX,United States,[],https://www.schwab.com,1,3000 Schwab Way,,Capital Markets,0.0,0.34021,0.97126,,0.204,0.46027002,,73.0,buy,17933000000.0,,87.5,77.32,0.338,0.394,0.011469999,14.0,87.5,57.568,0.1439,100.0,90599997440.0,21300000768.0,19972999168.0,48.013,USD,10.555,0.394,2.1,NYQ,Charles Schwab Corporation (The,The Charles Schwab Corporation,America/New_York,EST,True,-18000000,EQUITY,SCHW,finmb_34093,us_market,,3.422,,,,,3.42,,1811309952.0,,,,29.543,18617886.0,0.0098,,1640908800.0,0.84505,6263000064.0,2.318,,,2.617202,0.067210004,1703980800.0,,1664496000.0,2.3,1663200000.0,1527771810.0,0.992999,68356648960.0,2,,959731200.0,3:2,,,,0.324,7.3189406,1665705600.0,1.02,,22.608187,,0.011,16172968.0,,,,77.75,77.5,72.9934,0.0092604505,0.24239999,,79.01,,6119590,77.75,77.0534,0.72,77.5,,6119590,,,0.88,1660176000.0,,,77.01,USD,33.356342,8210342,,,,146181193728.0,,,7790311,77.01,77.32,1200,8210342,96.24,,1.18,59.35,76.29,False,0.0121,1300,79.01,,77.32,77.32,https://logo.clearbit.com/schwab.com,,,,,,44fa1123-d894-3881-ac91-408d73b5b13c
394,4673335,Technology,3964.0,"SolarEdge Technologies, Inc., together with its subsidiaries, designs, develops, and sells direct current (DC) optimized inverter systems for solar photovoltaic (PV) installations worldwide. It operates through five segments: Solar, Energy Storage, e-Mobility, Critical Power, and Automation Machines. The company offers inverters, power optimizers, communication devices, and smart energy management solutions used in residential, commercial, and small utility-scale solar installations; and a cloud-based monitoring platform that collects and processes information from the power optimizers and inverters, as well as monitors and manages the solar PV system. It also provides residential, commercial, and large scale PV, energy storage and backup, electric vehicle charging, and home energy management solutions, as well as grid services; and e-Mobility, automation machines, lithium-ion cells and battery packs, and uninterrupted power supply solutions, as well as virtual power plants, which helps to manage the load on the grid and grid stability. In addition, the company offers pre-sales support, ongoing trainings, and technical support and after installation services. The company sells its products to the providers of solar PV systems; and solar installers and distributors, electrical equipment wholesalers, and PV module manufacturers, as well as engineering, procurement, and construction firms. SolarEdge Technologies, Inc. was founded in 2006 and is headquartered in Herzliya, Israel.",Herzliya,972 9 957 6620,,Israel,[],https://www.solaredge.com,1,1 HaMada Street,972 9 957 6591,Solar,0.09871,0.057779998,0.28224,65787000.0,0.516,0.08051,242948992.0,67.0,buy,629318000.0,-273448128.0,347.5,335.61,-0.673,3.731,0.03909,26.0,331.19,35.897,0.08873,420.0,895793024.0,727833024.0,2461172992.0,16.101,USD,46.085,2.556,2.0,NMS,"SolarEdge Technologies, Inc.","SolarEdge Technologies, Inc.",America/New_York,EST,False,-18000000,EQUITY,SEDG,finmb_39461021,us_market,,5.033,,50.989,,,6.32,,52519500.0,,,,21.166,2035510.0,0.0366,,1640908800.0,0.88981,142208992.0,2.396,,,15.856089,0.011670001,1703980800.0,,1656547200.0,1.93,1663200000.0,55084302.0,1.281134,12387767296.0,2,,,,,,,-0.665,7.161654,1665705600.0,1.48,,53.102844,,0.0369,1870128.0,,,,327.64,332.0,281.04703,,0.0,,341.675,,980800,327.64,257.792,,332.0,,980800,,,,,,,329.87,USD,140.07095,1124037,,,,17626068992.0,,,1147058,329.87,336.0,1200,1124037,375.9,,,190.15,330.0,False,,1100,341.675,,335.61,335.99,https://logo.clearbit.com/solaredge.com,,POB 12001,,,,3108d2f9-beab-3bc8-952c-b9fdb95f2280
395,28208,Consumer Cyclical,16500.0,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",Charlotte,980 221 3235,NC,United States,[],https://www.sealedair.com,1,2415 Cascade Pointe Boulevard,,Packaging & Containers,0.19945,0.09555,0.31078,723100032.0,0.067,0.1672,1151600000.0,52.0,buy,1680900000.0,419100000.0,64.5,52.61,0.085,1.336,0.099630006,14.0,63.21,1868.553,3.68518,76.0,281200000.0,3731500032.0,5773799936.0,1.936,USD,39.039,0.674,2.4,NYQ,Sealed Air Corporation,Sealed Air Corporation,America/New_York,EST,True,-18000000,EQUITY,SEE,finmb_382724,us_market,,1.777,,8.909,,,3.71,,148156992.0,,,,1.114,2889649.0,0.0199,,1640908800.0,0.9207,540800000.0,3.221,,,47.226215,0.00548,1703980800.0,,1656547200.0,2.6,1663200000.0,143920082.0,1.21518,10259999744.0,2,,1174262400.0,2:1,,,,0.054,1.3499843,1665705600.0,1.33,,14.180593,,0.0309,2370272.0,,,,52.55,52.43,57.07185,0.012178877,0.2216,,53.42,,931790,52.55,48.6228,0.64,52.43,,931790,,,0.8,1669852800.0,,,52.12,USD,16.333437,842082,,,,7794539520.0,,,1171463,52.12,62.25,1000,842082,70.72,,1.51,41.24,43.21,False,0.0171,2200,53.42,,52.61,,https://logo.clearbit.com/sealedair.com,,,,,,5b751775-000e-34b8-b8f2-ed2240265d50
