,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2
389,35203,Financial Services,19950.0,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management. The Corporate Bank segment offers commercial banking services, such as commercial and industrial, commercial real estate, and investor real estate lending; equipment lease financing; deposit products; and securities underwriting and placement, loan syndication and placement, foreign exchange, derivatives, merger and acquisition, and other advisory services. It serves corporate, middle market, and commercial real estate developers and investors. The Consumer Bank segment provides consumer banking products and services related to residential first mortgages, home equity lines and loans, consumer credit cards, and other consumer loans, as well as deposits. The Wealth Management segment offers credit related products, and retirement and savings solutions; and trust and investment management, asset management, and estate planning services to individuals, businesses, governmental institutions, and non-profit entities. The company also provides investment and insurance products; low-income housing tax credit corporate fund syndication services; and other specialty financing services. As of March 01, 2022, it operated through a network of 1,300 banking offices and 2,000 automated teller machines across the South, Midwest, and Texas. Regions Financial Corporation was founded in 1971 and is headquartered in Birmingham, Alabama.",Birmingham,800 734 4667,AL,United States,[],https://www.regions.com,1,1900 Fifth Avenue North,,Banks—Regional,0.0,0.30374,0.0,,-0.02,0.38887,,20.0,buy,6960000000.0,,24.0,20.6,-0.338,,0.01273,21.0,24.16,,0.118240006,28.0,15665999872.0,2273999872.0,6577999872.0,16.773,USD,7.002,,2.2,NYQ,Regions Financial Corporation,Regions Financial Corporation,America/New_York,EST,True,-18000000,,EQUITY,RF,,,finmb_271409,3fe3de84-275c-3edc-995e-fff999764322,us_market,,1.276,,,,,1.97,,953283008.0,,,,16.864,15020156.0,0.0161,,1640908800.0,0.77015996,1900000000.0,1.521,,,1.221537,0.00509,1703980800.0,,1664496000.0,1.69,1663200000.0,931085920.0,1.247236,8394699776.0,2,,1088640000.0,12346:10000,,,-0.341,2.98535,1665705600.0,-10.84,,10.456853,,0.0208,16734588.0,,,20.58,20.56,21.2986,0.030126337,0.3532,,20.885,,9557530,20.58,21.8324,0.62,20.56,9557530,,,0.8,1670371200.0,,,20.47,USD,13.543721,6017243,,,,19637630976.0,,,8483255,20.47,20.63,1400,6017243,25.57,,3.28,18.01,20.58,False,0.0376,3200,20.885,20.6,20.8285,https://logo.clearbit.com/regions.com,,
390,94025,Industrials,14600.0,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia. The company operates through three segments: Temporary and Consultant Staffing, Permanent Placement Staffing, and Risk Consulting and Internal Audit Services. It places temporary services for accounting, finance, and bookkeeping; temporary and full-time office and administrative personnel consisting of executive and administrative assistants, receptionists, and customer service representatives; full-time accounting, financial, tax, and accounting operations personnel; and information technology contract professionals and full-time employees in the areas of platform systems integration to end-user technical and desktop support, including specialists in application development, networking and cloud, systems integration and deployment, database design and administration, and security and business continuity. The company also offers temporary and full-time employees in attorney, paralegal, legal administrative, and legal secretarial positions; and senior-level project professionals in the accounting and finance fields for financial systems conversions, expansion into new markets, business process re-engineering, business systems performance improvement, and post-merger financial consolidation. It is involved in serving professionals in the areas of creative, design, marketing, advertising, and public relations; and placing various positions, such as creative directors, graphics designers, web designers, media buyers, front end developers, copywriters, digital marketing managers, marketing analytics specialists, brand managers, and public relations specialists. The company provides internal audit, technology consulting, risk and compliance consulting, and business performance services. It serves clients and employment candidates. Robert Half International Inc. was founded in 1948 and is headquartered in Menlo Park, California.",Menlo Park,650 234 6000,CA,United States,[],https://www.roberthalf.com,1,2884 Sand Hill Road,,Staffing & Employment Services,0.14415,0.09315,0.42839,,0.071,0.13743,1049555968.0,55.0,hold,2696028000.0,,70.5,72.07,0.0,,,10.0,74.0,17.074,,105.0,590908992.0,250591008.0,7281033216.0,5.481,USD,66.895,,3.2,NYQ,Robert Half International Inc.,Robert Half International Inc.,America/New_York,EST,True,-18000000,,EQUITY,RHI,,,finmb_276703,c45045e7-ade7-37c9-b259-a3fbc39e66e8,us_market,,1.06,,7.356,,,4.54,,111330000.0,,,,10.797,5894689.0,0.0538,,1640908800.0,0.96736,678209984.0,2.888,,,6.675002,0.027520001,1703980800.0,,1664496000.0,5.51,1663200000.0,104912915.0,1.351879,7720700928.0,2,,960854400.0,2:1,,,-0.027,1.10198,1665705600.0,1.08,,15.87445,,0.0635,4668610.0,,,73.09,72.93,86.6906,0.019154469,0.2711,,73.135,,911060,73.09,76.6714,1.4,72.93,911060,,,1.72,1661299200.0,,,71.85,USD,24.954987,624030,,,,8023553024.0,,,1117857,71.85,72.17,800,624030,125.77,,1.9,65.4,72.14,False,0.023,1000,73.135,72.07,73.42,https://logo.clearbit.com/roberthalf.com,,Suite 200
391,33716,Financial Services,,"Raymond James Financial, Inc., a diversified financial services company, provides private client group, capital markets, asset management, banking, and other services to individuals, corporations, and municipalities in the United States, Canada, and Europe. The Private Client Group segment offers investment services, portfolio management services, insurance and annuity products, and mutual funds; support to third-party product partners, including sales and marketing support, as well as distribution and accounting, and administrative services; margin loans; and securities borrowing and lending services. The Capital Markets segment provides investment banking services, including equity underwriting, debt underwriting, and merger and acquisition advisory services; and fixed income and equity brokerage services. The Asset Management segment offers asset management, portfolio management, and related administrative services to retail and institutional clients; and administrative support services, such as record-keeping. The Raymond James Bank segment provides insured deposit accounts; commercial and industrial, commercial real estate (CRE) and CRE construction, tax-exempt, residential, securities-based, and other loans; and loan syndication services. The Other segment engages in the private equity investments, including various direct and third-party private equity investments; and legacy private equity funds. The company was founded in 1962 and is headquartered in St. Petersburg, Florida.",Saint Petersburg,727 567 1000,FL,United States,[],https://www.raymondjames.com,1,880 Carillon Parkway,,Capital Markets,0.0,0.1384,0.93964994,,0.047,0.18545,,100.0,buy,10245000000.0,,119.0,105.15,-0.019,,,9.0,118.11,49.442,0.1696,130.0,,,10903000064.0,,USD,51.944,,2.1,NYQ,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",America/New_York,EST,True,-18000000,,EQUITY,RJF,,,finmb_22623,9960edcc-461e-33e0-b2f4-d1fb2f7be964,us_market,,,,,,,9.36,,206162000.0,,,,53.596,2770820.0,0.0128,,1664496000.0,0.76881,1504999936.0,7.487,,,1.9619001,0.09791,1727654400.0,,1664496000.0,2.36,1663200000.0,,,,2,,1632268800.0,3:2,,,0.023,1.9882541,1665705600.0,0.71,,11.233975,,0.0182,2674274.0,,,106.75,106.4,103.68895,0.014238875,0.1826,,106.795,,1416730,106.75,113.7274,1.52,106.4,1416730,,,1.36,1664496000.0,,,104.3169,USD,14.044344,1089136,,,,21677934592.0,,,1398923,104.3169,126.0,800,1089136,126.0,,1.39,84.86,105.12,False,0.0127,800,106.795,105.15,106.27,https://logo.clearbit.com/raymondjames.com,,
392,10022,Consumer Cyclical,13500.0,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally. The company offers apparel, including a range of men's, women's, and children's clothing; footwear and accessories, which comprise casual shoes, dress shoes, boots, sneakers, sandals, eyewear, watches, fashion and fine jewelry, scarves, hats, gloves, and umbrellas, as well as leather goods, such as handbags, luggage, small leather goods, and belts; home products consisting of bed and bath lines, furniture, fabric and wallcoverings, lighting, tabletop, kitchen linens, floor coverings, and giftware; and fragrances. It sells apparel and accessories under the Ralph Lauren Collection, Ralph Lauren Purple Label, Polo Ralph Lauren, Double RL, Lauren Ralph Lauren, Polo Golf Ralph Lauren, Ralph Lauren Golf, RLX Ralph Lauren, Polo Ralph Lauren Children, and Chaps brands; women's fragrances under the Ralph Lauren Collection, Woman by Ralph Lauren, Romance Collection, and Ralph Collection brand names; and men's fragrances under the Polo Blue, Ralph's Club, Safari, Purple Label, Polo Red, Polo Green, Polo Black, Polo Sport, and Big Pony Men's brand names. The company's restaurant collection includes The Polo Bar in New York City; RL Restaurant in Chicago; Ralph's in Paris; The Bar at Ralph Lauren located in Milan; and Ralph's Coffee concept. It sells its products to department stores, specialty stores, and golf and pro shops, as well as directly to consumers through its retail stores, concession-based shop-within-shops, and its digital commerce sites. The company directly operates 504 retail stores and 684 concession-based shop-within-shops; and operates 175 Ralph Lauren stores, 329 factory stores, and 148 stores and shops through licensing partners. Ralph Lauren Corporation was founded in 1967 and is headquartered in New York, New York.",New York,212 318 7000,NY,United States,[],https://www.ralphlauren.com,1,650 Madison Avenue,,Apparel Manufacturing,0.15922,0.088240005,0.66328,513600000.0,0.083,0.123330005,1008300032.0,82.0,hold,4147500000.0,368612512.0,111.0,103.02,-0.206,2.05,0.06546,17.0,114.02,118.887,0.21992001,145.0,1776899968.0,2810599936.0,6332800000.0,26.216,USD,87.864,1.296,2.6,NYQ,Ralph Lauren Corporation,Ralph Lauren Corporation,America/New_York,EST,True,-18000000,,EQUITY,RL,,,finmb_362220,7f49bbe2-f0af-3edb-ac6c-ee353d3e204b,us_market,,1.146,,7.197,,,6.7,,48735800.0,,,,36.826,3554442.0,0.052399997,,1648857600.0,1.05465,558800000.0,-4.029,,,2.7974799,0.020539999,1712016000.0,,1656720000.0,3.15,1663200000.0,42055559.0,1.351879,7257174528.0,2,,,,,,-0.251,1.1975782,1665705600.0,1.25,,15.37612,,0.1267,2846251.0,,,105.18,105.63,99.67755,0.006541168,0.3691,,105.705,,1009650,105.18,100.152,0.688,105.63,1009650,,,3.0,1664409600.0,,,102.53,USD,,731402,,,,7584023040.0,,,992947,102.53,122.33,900,731402,135.99,,,82.23,103.17,False,0.0321,1000,105.705,103.02,105.75,https://logo.clearbit.com/ralphlauren.com,,
393,92123,Healthcare,8160.0,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications for the healthcare markets. The company operates in two segments, Sleep and Respiratory Care, and Software as a Service. It offers various products and solutions for a range of respiratory disorders, including technologies to be applied in medical and consumer products, ventilation devices, diagnostic products, mask systems for use in the hospital and home, headgear and other accessories, dental devices, and cloud-based software informatics solutions to manage patient outcomes, as well as provides customer and business processes. The company also provides AirView, a cloud-based system that enables remote monitoring and changing of patients' device settings; myAir, a personalized therapy management application for patients with sleep apnea that provides support, education, and troubleshooting tools for increased patient engagement and improved compliance; U-Sleep, a compliance monitoring solution that enables home medical equipment (HME)to streamline their sleep programs; connectivity module and propeller solutions; and Propeller portal. It offers out-of-hospital software solution, such as Brightree business management software and service solutions to providers of HME, pharmacy, home infusion, orthotics, and prosthetics services; MatrixCare care management and related ancillary solutions to senior living, skilled nursing, life plan communities, home health, home care, and hospice organizations, as well as related accountable care organizations; and HEALTHCAREfirst that offers electronic health record, software, billing and coding services, and analytics for home health and hospice agencies. The company markets its products primarily to sleep clinics, home healthcare dealers, and hospitals through a network of distributors and direct sales force in approximately 140 countries. ResMed Inc. was founded in 1989 and is headquartered in San Diego, California.",San Diego,858 836 5000,CA,United States,[],https://www.resmed.com,1,9001 Spectrum Center Boulevard,,Medical Instruments & Supplies,0.31423,0.21783,0.57682997,351147008.0,0.044,0.27956,1124349952.0,222.0,buy,2063961000.0,117352752.0,252.0,209.15,0.001,2.802,0.12728,7.0,254.29,27.302,0.24956,276.0,273710016.0,917550016.0,3578127104.0,1.869,USD,24.497,1.27,2.3,NYQ,ResMed Inc.,ResMed Inc.,America/New_York,EST,True,-18000000,,EQUITY,RMD,,,finmb_340196,d1143bab-49a9-3a71-8c3a-83e43b5a2e4e,us_market,,9.686,,30.824,,,5.5,,145723008.0,,,,18.618,1226978.0,0.0084,,1656547200.0,0.66767,779436992.0,3.129,,,11.233752,0.01345,1719705600.0,,1656547200.0,2.79,1663200000.0,145006123.0,0.479366,34656899072.0,2,,1283212800.0,2:1,,,0.0,8.517855,1665705600.0,1.49,,38.02727,,0.0095999995,1508407.0,,,209.8,209.48,223.31586,0.0074356524,0.317,,210.0,,583880,209.8,221.0196,1.56,209.48,583880,,,1.76,1660694400.0,,,207.0,USD,66.84244,469268,,,,30477965312.0,,,507400,207.0,214.39,1100,469268,264.31,,1.02,189.4,203.27,False,0.0075,800,210.0,209.15,211.0,https://logo.clearbit.com/resmed.com,,
394,53204,Industrials,25500.0,"Rockwell Automation, Inc. provides industrial automation and digital transformation solutions in the United States and internationally. The company operates in three segments, Intelligent Devices, Software & Control, and Lifecycle Services. Its solutions include hardware and software products, and services. The Intelligent Devices segment offers drives, motion, safety, sensing, industrial components, and configured-to-order products. The Software & Control segment provides control and visualization software and hardware, information software, digital twin and simulation software, and network and security infrastructure solutions. The Lifecycle Services segment provides consulting, professional services and solutions, and connected and maintenance services. The company sells its solutions primarily through independent distributors in relation with its direct sales force. It serves discrete end markets, including automotive, semiconductor, warehousing and logistics, and other discrete markets, as well as general industries comprising printing and publishing, marine, glass, fiber and textiles, airports, and aerospace; hybrid end markets, such as food and beverage, life sciences, household and personal care, and tire, as well as eco industrial, including water/wastewater, waste management, mass transit, and renewable energy; and process end markets comprising oil and gas, mining, metals, chemicals, pulp and paper, and others. Rockwell Automation, Inc. was founded in 1903 and is headquartered in Milwaukee, Wisconsin.",Milwaukee,414 382 2000,WI,United States,[],https://www.rockwellautomation.com,1,1201 South Second Street,,Specialty Industrial Machinery,0.18408,0.090270005,0.39439,627800000.0,0.065,0.15446,1369900032.0,200.0,hold,2897700000.0,415837504.0,246.0,250.66,0.099,1.064,0.07417,21.0,241.52,165.043,0.2499,300.0,489100000.0,4432399872.0,7441900032.0,4.237,USD,64.113,0.668,2.7,NYQ,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",America/New_York,EST,True,-18000000,,EQUITY,ROK,,,finmb_300504,30a84905-8e5d-38a5-9d6b-6637888ccc33,us_market,,4.307,,23.398,,,9.84,,116013000.0,,,,15.655,2113608.0,0.0183,,1632960000.0,0.82588,669900032.0,13.568,,,16.011497,0.00164,1696032000.0,,1656547200.0,2.76,1663200000.0,115127164.0,1.432203,32053008384.0,2,,545356800.0,2:1,,,0.098,3.90758,1665705600.0,2.98,,25.473577,,0.0183,1854389.0,,,253.07,253.29,239.29996,0.016517168,0.77309996,,254.53,,862490,253.07,251.6512,4.18,253.29,862490,,,4.48,1660262400.0,,,248.71,USD,18.474352,467678,,,,29079818240.0,,,770996,248.71,256.64,1000,467678,350.98,,1.87,190.08,242.52,False,0.0186,1000,254.53,250.66,253.0,https://logo.clearbit.com/rockwellautomation.com,,
395,30324,Consumer Cyclical,16482.0,"Rollins, Inc., through its subsidiaries, provides pest and wildlife control services to residential and commercial customers in the United States and internationally. The company offers pest control services to residential properties protecting from common pests, including rodents, insects, and wildlife. It also provides workplace pest control solutions for customers across various end markets, such as healthcare, foodservice, and logistics. In addition, the company offers traditional and baiting termite protection, as well as ancillary services. It serves clients directly, as well as through franchisee operations. Rollins, Inc. was incorporated in 1948 and is headquartered in Atlanta, Georgia.",Atlanta,404 888 2000,GA,United States,[],https://www.rollins.com,1,"2170 Piedmont Road, NE",,Personal Services,0.21134001,0.13121,0.51493,445431008.0,0.122,0.17447,556840000.0,37.0,buy,1261683000.0,376929760.0,38.5,36.94,0.151,0.783,0.14304,4.0,38.5,33.35,0.30085,40.0,121876000.0,399054016.0,2634776064.0,0.248,USD,5.353,0.636,2.5,NYQ,"Rollins, Inc.","Rollins, Inc.",America/New_York,EST,True,-18000000,,EQUITY,ROL,,,finmb_300753,5f35bee0-3536-3410-9c07-d5b521674167,us_market,,7.495,,35.465,,,0.68,,492048992.0,,,,2.01,13166188.0,0.026700001,,1640908800.0,0.42959,345703008.0,0.63,,,18.378109,0.52481,1703980800.0,,1664496000.0,11.36,1663200000.0,249638674.0,,19748276224.0,2,,1607644800.0,3:2,,,0.147,6.8986087,1665705600.0,6.85,,54.32353,,0.056999996,13037175.0,,,36.76,36.67,36.14225,0.0065016323,0.5672,,37.175,,2145860,36.76,39.3802,0.239,36.67,2145860,,,0.52,1667952000.0,,,36.63,USD,58.63492,1413431,,,,18176288768.0,,,1580374,36.63,36.99,1100,1413431,43.06,,0.96,28.51,36.9,False,0.013099999,1300,37.175,36.94,,https://logo.clearbit.com/rollins.com,,
396,34240,Industrials,19300.0,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions. The company offers management, campus solutions, diagnostic and laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, and cloud-based financial analytics and performance management software; cloud-based software to the property and casualty insurance industry; and software, services, and technologies for foodservice operations. It also provides cloud-based data, collaboration, and estimating automation software; electronic marketplace; visual effects and 3D content software; wireless sensor network and solutions; cloud-based software for the life insurance and financial services industries; supply chain software; health care service and software; RFID card readers; data analytics and information; and pharmacy software solutions. In addition, the company offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; testing and analyzing plastic solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; optical and electromagnetic measurement systems; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. It also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; flow meter calibrators and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; and pressure and level sensors. The company was formerly known as Roper Industries, Inc. and changed its name to Roper Technologies, Inc. in April 2015. The company was incorporated in 1981 and is based in Sarasota, Florida.",Sarasota,941 556 2601,FL,United States,[],https://www.ropertech.com,1,6901 Professional Parkway,,Specialty Industrial Machinery,0.38241002,0.47285998,0.67421997,1242400000.0,-0.077,0.2786,2348600064.0,420.0,buy,3917400000.0,1664412544.0,500.0,423.35,0.13,1.405,0.044439998,9.0,493.0,48.056,0.085930005,550.0,1894499968.0,6659500032.0,6141499904.0,17.873,USD,58.034,0.935,2.3,NYQ,"Roper Technologies, Inc.","Roper Technologies, Inc.",America/New_York,EST,True,-18000000,,EQUITY,ROP,,,finmb_22751,e506eff6-ed53-3e40-8a9d-885bb307f5fc,us_market,,7.686,,20.099,,,16.11,,105485000.0,,,,102.53,1177068.0,0.0111,,1640908800.0,0.99294,1082700032.0,9.431,,,4.1290355,0.0077,1703980800.0,,1664496000.0,2.04,1663200000.0,105460460.0,1.047162,47204220928.0,2,,1125273600.0,2:1,,,0.13,7.271363,1665705600.0,2.64,,26.278708,,0.0124,1209009.0,,,424.36,424.03,421.11194,0.0037397493,0.2545,,428.122,,356840,424.36,411.5582,1.587,424.03,356840,,,2.48,1664928000.0,,,421.41,USD,44.8892,204502,,,,44657074176.0,,,556636,421.41,423.14,800,204502,494.32,,0.52,356.22,422.77,False,0.0064,900,428.122,423.35,420.0,https://logo.clearbit.com/ropertech.com,,Suite 200
397,94568-7579,Consumer Cyclical,100000.0,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brand names. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores for households with moderate income. As of September 28, 2022, it operated approximately 2,000 stores under the Ross Dress for Less and dd's DISCOUNTS name in 40 states, the District of Columbia, and Guam. Ross Stores, Inc. was incorporated in 1957 and is headquartered in Dublin, California.",Dublin,925 965 4400,CA,United States,[],https://www.rossstores.com,1,5130 Hacienda Drive,,Apparel Retail,0.1282,0.07967,0.30776,337188992.0,-0.046,0.10791001,2373242112.0,80.0,buy,6088636000.0,-474617760.0,99.55,114.92,-0.201,1.916,0.09309,22.0,100.64,136.358,0.36728,135.0,3903670016.0,5627428864.0,18511298560.0,11.248,USD,53.191,1.117,2.1,NMS,"Ross Stores, Inc.","Ross Stores, Inc.",America/New_York,EST,True,-18000000,,EQUITY,ROST,,,finmb_33926,312ee907-969d-3ea1-8fa6-d5596a9418ed,us_market,,1.844,,14.384,,,5.04,,353329984.0,,,,9.23,8405635.0,0.0242,,1643414400.0,0.92021006,1474813952.0,0.24,,,12.450705,0.020469999,1706486400.0,,1659139200.0,3.48,1663200000.0,344300183.0,0.953942,34135953408.0,2,,1434067200.0,2:1,,,-0.222,2.193508,1665705600.0,3.7,,22.801588,,0.0291,7788301.0,,,113.95,114.25,90.70905,0.002501097,0.282,,115.48,,2587230,113.95,100.6986,0.285,114.25,2587230,,,1.24,1662076800.0,,,113.67,USD,478.83334,2389513,,,,40604680192.0,,,2746553,113.67,115.11,900,2389513,120.39,,0.89,69.24,112.23,False,0.013300001,800,115.48,114.92,114.1,https://logo.clearbit.com/rossstores.com,,
398,85054,Industrials,35000.0,"Republic Services, Inc., together with its subsidiaries, offers environmental services in the United States. The company offers collection and processing of recyclable materials, collection, transfer and disposal of non-hazardous solid waste, and other environmental solutions. Its collection services include curbside collection of material for transport to transfer stations, landfills, or recycling processing centers; supply of recycling and waste containers; and renting of compactors. In addition, the company engages in the processing and sale of old corrugated containers, old newsprint, aluminum, glass, and other materials; and provision of landfill and transfer services. Further, it offers disposal of non-hazardous solid and liquid material and in-plant services, such as transportation and logistics. It serves small-container, large-container, and residential customers. As of December 31, 2021, the company operated through 356 collection operations, 239 transfer stations, 198 active landfills, 71 recycling processing centers, 6 saltwater disposal wells, and 7 deep injection wells, as well as 3 treatment, recovery, and disposal facilities in 41 states. It also operated 77 landfill gas-to-energy and renewable energy projects and had 124 closed landfills. The company was incorporated in 1996 and is based in Phoenix, Arizona.",Phoenix,480 627 2700,AZ,United States,[],https://www.republicservices.com,1,18500 North Allied Way,,Waste Management,0.29322,0.11306,0.40588,2867399936.0,0.214,0.18781,3597900032.0,140.0,buy,4648000000.0,1118887552.0,156.0,129.65,0.136,0.729,0.05525,15.0,155.13,133.425,0.15418,167.0,119400000.0,12296500224.0,12270499840.0,0.378,USD,38.667,0.656,2.1,NYQ,"Republic Services, Inc.","Republic Services, Inc.",America/New_York,EST,True,-18000000,,EQUITY,RSG,,,finmb_386225,db65dacd-88a8-39fa-ac53-7a1fe7132a6e,us_market,,4.459,,15.207,,,4.1,,317095008.0,,,,26.612,2042200.0,0.0064999997,,1640908800.0,0.95908,1387299968.0,3.02,,,4.8718624,0.00117,1703980800.0,,1656547200.0,1.64,1663200000.0,205637831.0,0.707442,54714961920.0,2,,1174262400.0,3:2,,,0.123,3.3504233,1665705600.0,2.47,,31.62195,,0.0099,2036135.0,,,131.55,131.0,134.56116,0.0126187755,0.42200002,,130.97,,998130,131.55,133.551,1.66,131.0,998130,,,1.98,1664496000.0,,,129.06,USD,42.93046,1154738,,,,41111367680.0,,,1250271,129.06,131.37,800,1154738,149.17,,1.72,113.57,127.91,False,0.0147,900,130.97,129.65,130.9,https://logo.clearbit.com/republicservices.com,,
399,02451,Industrials,174000.0,"Raytheon Technologies Corporation, an aerospace and defense company, provides systems and services for the commercial, military, and government customers worldwide. It operates through four segments: Collins Aerospace Systems, Pratt & Whitney, Raytheon Intelligence & Space, and Raytheon Missiles & Defense. The Collins Aerospace Systems segment offers aerospace and defense products, and aftermarket service solutions for aircraft manufacturers and airlines, as well as regional, business, and general aviation; and for defense and commercial space operations. This segment also designs, produces, and supports cabin interior, communications and aviation systems, oxygen systems, food and beverage preparation, storage and galley systems, and lavatory and wastewater management systems; airborne intelligence, surveillance and reconnaissance systems, test and training range systems, crew escape systems, and simulation and training solutions; information management services; and aftermarket services that include spare parts, overhaul and repair, engineering and technical support, training and fleet management solutions, and information management services. The Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers; and produces, sells, and services military and commercial auxiliary power units. The Raytheon Intelligence & Space segment develops and provides integrated space, communication, and sensor systems for missions, training, and cyber and software solutions to intelligence, defense, federal, and commercial customers. The Raytheon Missiles & Defense segment designs, develops, produces, and sustains integrated air and missile defense systems; defensive and combat solutions; land- and sea-based radars; command, control, communications, and intelligence solutions; and naval and undersea sensor solutions for the U.S. and foreign government customers. The company is headquartered in Waltham, Massachusetts.",Waltham,781 522 3000,MA,United States,[],https://www.rtx.com,1,870 Winter Street,,Aerospace & Defense,0.17033,0.06756,0.20542,5656999936.0,0.046,0.10666,11246000128.0,83.0,buy,12525000000.0,6032500224.0,103.5,97.54,0.016,1.09,0.02777,20.0,104.35,48.749,0.06398,120.0,5381000192.0,34986000384.0,66025000960.0,3.66,USD,44.555,0.701,2.1,NYQ,Raytheon Technologies Corporati,Raytheon Technologies Corporation,America/New_York,EST,False,-18000000,,EQUITY,RTX,,,finmb_159230,ffd67fad-fdd4-3389-b63e-d608af877db5,us_market,,2.44,,14.324,,,4.99,,1496780032.0,,,,47.605,7280130.0,0.0049,,1640908800.0,0.81325996,4479000064.0,2.2,,,2.0489445,0.00102,1703980800.0,,1664496000.0,1.36,1663200000.0,1338599555.0,0.750184,161084030976.0,2,,1585872000.0,15890:10000,,,-0.004,2.211222,1665705600.0,1.54,,19.547094,,0.0049,8860950.0,,,98.34,98.5,93.83485,0.020032542,0.6957,,99.2,,4673850,98.34,93.8834,1.97,98.5,4673850,,,2.2,1668643200.0,,,97.12,USD,44.336365,3849590,,,,145995923456.0,,,4836484,97.12,97.9,900,3849590,106.02,,2.53,79.69,97.54,False,0.0249,1000,99.2,97.54,99.09,https://logo.clearbit.com/rtx.com,,
